person_id,county,FIPS,treatment,total_duration_in_sec,Q1_answer_code,Q1_answer_text
1267836,San Juan County,8111,1,56,3,Neither better nor worse off
18593780,Sedgwick County,8115,1,55,2,Somewhat better off
19563856,Washington County,8121,1,50,4,Somewhat worse off
11232421,Clear Creek County,8019,0,208,4,Somewhat worse off
11465788,Grand County,8049,0,27,3,Neither better nor worse off
1878492,Lake County,8065,0,94,2,Somewhat better off
1294758,Rio Grande County,8105,1,115,1,Definitely better off
1222938,Huerfano County,8055,1,66,1,Definitely better off
1878932,San Miguel County,8113,0,59,1,Definitely better off
1912987,Kit Carson County,8063,1,37,2,Somewhat better off
13756984,Ouray County,8091,1,71,2,Somewhat better off
12589516,Conejos County,8021,0,74,3,Neither better nor worse off
12445876,Yuma County,8125,1,72,1,Definitely better off
13757864,Park County,8093,1,73,2,Somewhat better off
13825974,Logan County,8075,0,113,1,Definitely better off
1745389,Cheyenne County,8017,1,19,1,Definitely better off
16382659,Gilpin County,8047,1,38,5,Definitely worse off
17492847,Prowers County,8099,0,121,4,Somewhat worse off
1385749,Saguache County,8109,1,11,3,Neither better nor worse off
1285638,Moffat County,8081,1,117,4,Somewhat worse off
18494057,Archuleta County,8007,1,61,1,Definitely better off
1759378,Phillips County,8095,0,91,2,Somewhat better off
1857389,Baca County,8009,0,118,5,Definitely worse off
1758491,Dolores County,8033,0,78,3,Neither better nor worse off
19673857,Hinsdale County,8053,1,30,1,Definitely better off
18573840,Jackson County,8057,0,10,3,Neither better nor worse off
1453635,Kiowa County,8061,1,49,1,Definitely better off
1536588,Lincoln County,8073,0,72,2,Somewhat better off
1546287,Mineral County,8079,0,14,2,Somewhat better off
1484649,Prowers County,8099,1,70,2,Somewhat better off
1765767,Rio Blanco County,8103,1,82,3,Neither better nor worse off
1435382,San Juan County,8111,0,13,5,Definitely worse off
1746398,Sedgwick County,8115,1,81,4,Somewhat worse off
1754394,Washington County,8121,0,60,1,Definitely better off
1846491,Clear Creek County,8019,1,75,2,Somewhat better off
1947398,Grand County,8049,0,96,4,Somewhat worse off
17583789,Lake County,8065,1,43,5,Definitely worse off
2907270,Rio Grande County,8105,0,25,3,Neither better nor worse off
3073176,Huerfano County,8055,0,48,3,Neither better nor worse off
3092574,San Miguel County,8113,1,47,2,Somewhat better off
2969298,Kit Carson County,8063,1,262,4,Somewhat worse off
3531534,Ouray County,8091,1,25,1,Definitely better off
2870764,Conejos County,8021,0,55,3,Neither better nor worse off
3492796,Yuma County,8125,0,25,2,Somewhat better off
3508788,Park County,8093,1,63,1,Definitely better off
3692982,Arapahoe County,8005,0,41,2,Somewhat better off
3894796,Bent County,8011,1,104,3,Neither better nor worse off
1847387,Costilla County,8023,1,80,1,Definitely better off
1287975,Crowley County,8025,0,12,2,Somewhat better off
1576960,Custer County,8027,0,143,2,Somewhat better off
1893748,Dolores County,8033,1,13,2,Somewhat better off
1769730,Hinsdale County,8053,1,47,1,Definitely better off
1087981,Jackson County,8057,0,167,4,Somewhat worse off
1058937,Kiowa County,8061,1,55,2,Somewhat better off
1847593,Lincoln County,8073,1,79,3,Neither better nor worse off
11262539,Mineral County,8079,0,84,2,Somewhat better off
1897280,Prowers County,8099,0,63,1,Definitely better off
1098256,Rio Blanco County,8103,0,74,5,Definitely worse off
1287360,San Juan County,8111,0,132,1,Definitely better off
1919098,Sedgwick County,8115,1,2,4,Somewhat worse off
1875389,Washington County,8121,1,11,4,Somewhat worse off
1967256,San Miguel County,8113,0,13,3,Neither better nor worse off
1092878,Kit Carson County,8063,1,88,2,Somewhat better off
1278650,Ouray County,8091,0,67,2,Somewhat better off
1222680,Conejos County,8021,1,55,3,Neither better nor worse off
18975638,Yuma County,8125,0,49,2,Somewhat better off
8987480,Park County,8093,0,59,1,Definitely better off
384789,Logan County,8075,1,30,2,Somewhat better off
121378,Cheyenne County,8017,1,58,2,Somewhat better off
2182984,Gilpin County,8047,0,16,3,Neither better nor worse off
3892709,Prowers County,8099,1,34,3,Neither better nor worse off
289738,Saguache County,8109,1,216,2,Somewhat better off
2489798,Moffat County,8081,0,62,1,Definitely better off
124153,Archuleta County,8007,1,44,3,Neither better nor worse off
1201974,Phillips County,8095,0,74,2,Somewhat better off
189388,Baca County,8009,1,93,2,Somewhat better off
726456,Dolores County,8033,1,183,1,Definitely better off
1035672,Hinsdale County,8053,0,19,4,Somewhat worse off
812787,Jackson County,8057,0,140,5,Definitely worse off
827398,Kiowa County,8061,1,53,5,Definitely worse off
1210976,Lincoln County,8073,1,277,2,Somewhat better off
1253453,Mineral County,8079,0,16,3,Neither better nor worse off
126567,Prowers County,8099,0,26,1,Definitely better off
27687,Rio Blanco County,8103,0,91,1,Definitely better off
364578,San Juan County,8111,1,64,2,Somewhat better off
2536757,Sedgwick County,8115,0,42,3,Neither better nor worse off
245347,Washington County,8121,1,55,2,Somewhat better off
657569,Clear Creek County,8019,0,43,1,Definitely better off
342658,Grand County,8049,0,72,1,Definitely better off
